"SalesID","SalePrice","MachineID","ModelID","datasource","auctioneerID","YearMade","MachineHoursCurrentMeter","UsageBand","saledate","fiModelDesc","fiBaseModel","fiSecondaryDesc","fiModelSeries","fiModelDescriptor","ProductSize","fiProductClassDesc","state","ProductGroup","ProductGroupDesc","Drive_System","Enclosure","Forks","Pad_Type","Ride_Control","Stick","Transmission","Turbocharged","Blade_Extension","Blade_Width","Enclosure_Type","Engine_Horsepower","Hydraulics","Pushblock","Ripper","Scarifier","Tip_Control","Tire_Size","Coupler","Coupler_System","Grouser_Tracks","Hydraulics_Flow","Track_Type","Undercarriage_Pad_Width","Stick_Length","Thumb","Pattern_Changer","Grouser_Type","Backhoe_Mounting","Blade_Type","Travel_Controls","Differential_Type","Steering_Controls"
2345194,22500,1665375,4852,136,1,1000,0,"","4/13/2010 0:00","892E","892","E","","","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Idaho","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
4282564,20000,1044905,4139,172,1,1978,6816,"Low","7/9/2009 0:00","D7G","D7","G","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","Texas","TTT","Track Type Tractors","","EROPS","","","","","Powershift","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1532411,57000,1137932,3841,132,1,1997,NA,"","2/19/2002 0:00","960F","960","F","","","Medium","Wheel Loader - 200.0 to 225.0 Horsepower","Florida","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1739218,14000,1380270,8990,132,1,1976,NA,"","3/14/1989 0:00","D355","D355","","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Texas","TTT","Track Type Tractors","","EROPS w AC","","","","","","","","","","","Standard","","","","","","","","","","","","","","","","","Straight","2 Pedal","",""
1352864,31000,1268389,4228,132,2,1991,NA,"","11/8/2003 0:00","EL300B","EL300","B","","","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Wisconsin","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","36 inch","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
2304721,17500,546182,13398,136,2,2002,0,"","6/21/2008 0:00","305CR","305","","","CR","Mini","Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons","New York","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","Yes","Double","","","","",""
1385266,70000,530188,3807,132,4,1999,NA,"","2/7/2005 0:00","938G","938","G","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Florida","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","Manual","","","","","","","","","","","","","Standard","Conventional"
1714835,19000,1460296,15866,132,1,1996,NA,"","5/16/2000 0:00","210S","210","S","","","","Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth","Arizona","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1857844,17000,1280208,10731,132,24,1980,NA,"","8/9/1990 0:00","530","530","","","","Medium","Wheel Loader - 135.0 to 150.0 Horsepower","Georgia","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1530316,80000,1141824,1376,132,5,1994,NA,"","5/14/2005 0:00","375L","375","","","L","Large / Medium","Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons","New Jersey","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","30 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1623207,21500,1409842,4763,132,1,1991,NA,"","5/20/2004 0:00","650G","650","G","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1582536,33000,1176312,4674,132,11,1988,NA,"","12/3/1997 0:00","490D","490","D","","","Small","Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons","Mississippi","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","24 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
2192000,7000,1740040,6270,136,NA,1000,0,"","3/19/2009 0:00","RC30","RC30","","","","","Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity","New Jersey","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","Manual","None or Unspecified","Yes","Standard","","","","","","","","","","",""
2571234,87500,382483,13604,149,1,2002,0,"","9/2/2010 0:00","980GII","980","G","II","","Medium","Wheel Loader - 275.0 to 350.0 Horsepower","Arizona","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","Yes","","","","","","","","2 Valve","","","","","29.5","None or Unspecified","","","","","","","","","","","","","Standard","Command Control"
1337278,56000,785187,1623,132,3,2000,NA,"","12/4/2003 0:00","D6MLGP","D6","M","","LGP","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Unspecified","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","VPAT","None or Unspecified","",""
1373041,16000,1459838,6979,132,18,1966,NA,"","6/20/1990 0:00","16","16","","","","","Motorgrader - 200.0 + Horsepower","Pennsylvania","MG","Motor Graders","No","OROPS","","","","","Powershift","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 1 Function","None or Unspecified","Yes","Yes","Sideshift & Tip","None or Unspecified","","","","","","","","","","","","","","",""
1347100,36000,1455593,7271,132,6,1985,NA,"","6/6/1995 0:00","936","936","","","","Medium","Wheel Loader - 135.0 to 150.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1383981,125000,29170,23926,132,1,1996,NA,"","4/8/1999 0:00","12HNA","12","H","","","","Motorgrader - 130.0 to 145.0 Horsepower","Georgia","MG","Motor Graders","No","EROPS w AC","","","","","None or Unspecified","","None or Unspecified","12'","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","Yes","None or Unspecified","None or Unspecified","","","","","","","","","","","","","","",""
2405045,70000,1387596,28592,136,NA,2007,0,"","4/2/2009 0:00","PC228USLC3E0","PC228","US","LC","3.00E+00","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Mississippi","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1165510,38000,622398,1580,121,3,2006,1857,"Medium","9/3/2009 0:00","D5GLGP","D5","G","","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Hydrostatic","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
2416237,63500,1539009,23601,136,2,2006,0,"","1/31/2009 0:00","D61PX-15","D61","PX","-15","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2339101,29000,1751897,4735,136,1,1993,0,"","6/17/2009 0:00","624G","624","G","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Washington","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","Hydraulic","","","","","","","","","","","","","Standard","Conventional"
1677978,17000,1556106,8652,132,6,1983,NA,"","5/8/1997 0:00","A606","A606","","","","","Motorgrader - 170.0 to 200.0 Horsepower","Tennessee","MG","Motor Graders","No","EROPS","","","","","None or Unspecified","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","None or Unspecified","Sideshift & Tip","None or Unspecified","","","","","","","","","","","","","","",""
1685617,30000,1382064,11608,132,1,1998,NA,"","3/11/2010 0:00","EX270LC5","EX270","","LC","5","Large / Medium","Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons","Illinois","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1446547,44000,1502024,3362,132,1,1984,NA,"","3/20/2000 0:00","140G","140","G","","","","Motorgrader - 145.0 to 170.0 Horsepower","Missouri","MG","Motor Graders","No","EROPS w AC","","","","","None or Unspecified","","None or Unspecified","12'","Low Profile","No","Base + 1 Function","None or Unspecified","Yes","None or Unspecified","None or Unspecified","14""","","","","","","","","","","","","","","",""
1445519,42500,1246644,3362,132,1,1978,NA,"","2/26/1991 0:00","140G","140","G","","","","Motorgrader - 145.0 to 170.0 Horsepower","Nevada","MG","Motor Graders","No","EROPS","","","","","None or Unspecified","","None or Unspecified","14'","None or Unspecified","No","Base + 1 Function","Yes","Yes","None or Unspecified","Sideshift & Tip","14""","","","","","","","","","","","","","","",""
2214866,17000,1403787,4124,136,4,1980,0,"","5/29/2008 0:00","D6D","D6","D","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Michigan","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Angle","None or Unspecified","",""
4290666,90000,2307696,13575,172,1,2005,10519,"High","12/14/2011 0:00","950GII","950","G","II","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","California","WL","Wheel Loader","","EROPS w AC","Yes","","Yes","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1636733,18000,1270311,4606,132,99,2000,NA,"","9/12/2009 0:00","310SE","310","SE","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","California","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","Yes","","","","","","","","","","","","","","","","","","","","","","","","",""
1450625,11000,1484224,3853,132,1,1965,NA,"","9/26/2000 0:00","966B","966","B","","","Medium","Wheel Loader - 135.0 to 150.0 Horsepower","Illinois","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1595005,13500,1197783,4600,132,22,1977,NA,"","9/21/1996 0:00","310A","310","A","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Minnesota","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2413069,36000,1235448,617,136,1,1000,0,"","8/26/2008 0:00","WA380-3L","WA380","","-3L","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Utah","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2561101,12000,838322,1561,149,5,1990,671,"Low","6/10/2011 0:00","D4HIILGP","D4","H","II","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","New Hampshire","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","3 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1186264,8500,312172,3398,121,3,2006,771,"Medium","12/18/2008 0:00","216B","216","B","","","","Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity","Nevada","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","Manual","Yes","None or Unspecified","Standard","","","","","","","","","","",""
1149817,10000,1031062,10473,121,3,2005,2317,"Medium","6/11/2009 0:00","EC35","EC35","","","","Mini","Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons","Georgia","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
2198462,7000,1158792,3112,136,1,1986,0,"","9/19/2007 0:00","1845C","1845","C","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","Illinois","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1691890,41000,1282027,15250,132,3,2004,NA,"","8/11/2011 0:00","ZX160LC","ZX160","","","LC","Small","Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons","California","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","8' 6""","None or Unspecified","None or Unspecified","Double","","","","",""
1612996,67500,1242860,14382,132,2,2004,NA,"","9/26/2007 0:00","624J","624","J","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Texas","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","Manual","","","","","","","","","","","","","Standard","Conventional"
1655089,8000,1449889,4951,132,8,1978,NA,"","9/13/2006 0:00","21C","21","C","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Mississippi","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1669000,13500,1152522,8585,132,1,1996,NA,"","3/26/2004 0:00","555","555","","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","North Carolina","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2277293,40000,1461934,1564,136,1,1987,0,"","3/21/2007 0:00","D4HLGP","D4","H","","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Washington","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1262163,9500,1200601,3165,132,1,1983,NA,"","10/5/1999 0:00","580D","580","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Tennessee","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1734959,17500,1407864,8987,132,24,1978,NA,"","3/13/1990 0:00","D155","D155","","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Georgia","TTT","Track Type Tractors","","EROPS","","","","","Standard","","","","","","2 Valve","","Single Shank","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1461410,23000,1292609,7113,132,2,1988,NA,"","12/10/1994 0:00","426","426","","","","","Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth","Pennsylvania","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2428949,6500,1754520,9563,136,7,1000,863,"Low","8/13/2009 0:00","863","863","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","New York","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1818056,9000,1478843,5561,132,1,1000,NA,"","12/8/2005 0:00","BD2G","BD2","G","","","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1510348,31000,895311,3778,132,11,1990,NA,"","12/1/1999 0:00","926E","926","E","","","","Wheel Loader - 100.0 to 110.0 Horsepower","Mississippi","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1385286,87500,367611,3807,132,1,1999,NA,"","3/21/2005 0:00","938G","938","G","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Arizona","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","Yes","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1431960,69000,207380,1263,132,1,1997,NA,"","3/17/2005 0:00","330BL","330","B","","L","Large / Medium","Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons","Colorado","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","11' 0""","None or Unspecified","Yes","Double","","","","",""
2280475,86000,192081,24041,136,1,1000,0,"","6/10/2010 0:00","365B","365","B","","","Large / Medium","Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons","Colorado","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
4251271,9500,2268146,25175,172,1,2002,2116,"Low","3/24/2010 0:00","570MXT","570","MXT","","","","Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2750556,32000,1858103,5888,149,13,2000,6765,"Medium","9/18/2010 0:00","L70D","L70","D","","","","Wheel Loader - 120.0 to 135.0 Horsepower","Tennessee","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","Manual","","","","","","","","","","","","","Standard","Conventional"
1453973,33000,805629,7008,132,2,1981,NA,"","8/5/1995 0:00","225","225","","","","Large / Medium","Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons","Vermont","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","30 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1368834,27750,1507310,4146,132,20,1968,NA,"","4/11/2000 0:00","D8H","D8","H","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Arkansas","TTT","Track Type Tractors","","EROPS","","","","","Powershift","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1745049,24000,1319141,209,132,2,1998,NA,"","2/5/2006 0:00","D37P-5","D37","P","-5","","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Florida","TTT","Track Type Tractors","","EROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1473254,13000,1409967,7511,132,2,1991,NA,"","6/14/2003 0:00","E70","E70","","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Pennsylvania","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1272680,14000,1090280,3261,132,1,1997,NA,"","6/30/2005 0:00","90XT","90","XT","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","Colorado","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1331265,47500,1261979,7070,132,1,1995,NA,"","6/22/1999 0:00","320","320","","","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 8""","None or Unspecified","None or Unspecified","Double","","","","",""
1805566,18000,1360650,9563,132,4,2001,NA,"","2/7/2005 0:00","863","863","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","Florida","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1533871,117500,258440,1634,132,2,2004,NA,"","1/31/2009 0:00","D6RIIXL","D6","R","II","XL","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Florida","TTT","Track Type Tractors","","EROPS w AC","","","","","Powershift","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","Differential Steer","",""
1302223,18500,19843,6974,132,6,1973,NA,"","5/7/1998 0:00","120","120","","","","","Motorgrader - 45.0 to 130.0 Horsepower","Tennessee","MG","Motor Graders","No","OROPS","","","","","None or Unspecified","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","None or Unspecified","Sideshift & Tip","None or Unspecified","","","","","","","","","","","","","","",""
2349834,22500,1680000,4605,136,1,2003,0,"","6/23/2009 0:00","310G","310","G","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","California","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Powershuttle","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1416926,55000,1489799,3357,132,6,1983,NA,"","2/22/1996 0:00","12G","12","G","","","","Motorgrader - 130.0 to 145.0 Horsepower","Texas","MG","Motor Graders","No","EROPS","","","","","None or Unspecified","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 1 Function","None or Unspecified","Yes","None or Unspecified","Sideshift & Tip","None or Unspecified","","","","","","","","","","","","","","",""
1320809,23000,1193939,4124,132,1,1984,NA,"","3/13/2003 0:00","D6D","D6","D","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Illinois","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1798534,8750,1232664,9551,132,4,1997,NA,"","2/11/2002 0:00","763","763","","","","","Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity","Florida","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
2247774,23500,1243940,7054,136,2,1996,0,"","8/28/2009 0:00","311","311","","","","Small","Hydraulic Excavator, Track - 11.0 to 12.0 Metric Tons","Connecticut","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","24 inch","None or Unspecified","Manual","None or Unspecified","Double","","","","",""
1277704,14500,1524449,958,132,1,1990,NA,"","8/25/2005 0:00","550LT","550","","","LT","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2568168,80000,677407,1627,149,1,2006,5527,"High","3/17/2011 0:00","D6NXL","D6","N","","XL","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Ohio","TTT","Track Type Tractors","","EROPS","","","","","Powershift","","","","","","4 Valve","","Single Shank","","","","","","","","","","","","","","None or Unspecified","VPAT","Differential Steer","",""
1587269,42000,1381684,22114,132,1,2005,1127,"Medium","10/10/2007 0:00","450JLT","450","J","","LT","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1516170,22000,1499986,4123,132,1,1975,NA,"","4/16/1993 0:00","D6C","D6","C","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1347530,30500,1120266,3803,132,4,1988,NA,"","2/11/2002 0:00","936E","936","E","","","Medium","Wheel Loader - 135.0 to 150.0 Horsepower","Florida","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1657565,14000,1324361,8532,132,1,1973,NA,"","3/14/2001 0:00","745","745","","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Illinois","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1596502,13500,1130598,4696,132,1,1979,NA,"","3/5/2008 0:00","544B","544","B","","","","Wheel Loader - 100.0 to 110.0 Horsepower","Texas","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1435247,26000,562809,4200,132,21,1990,NA,"","9/18/1997 0:00","E120B","E120","B","","","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Maine","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","24 inch","9' 10""","None or Unspecified","None or Unspecified","Triple","","","","",""
2345001,13250,1747262,1937,136,NA,1995,0,"","10/21/2008 0:00","790ELC","790","E","","LC","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","South Carolina","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
2438382,37500,1771244,36240,136,5,2003,0,"","11/9/2007 0:00","DC100","DC100","","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Connecticut","TTT","Track Type Tractors","","EROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1288660,38000,1102414,3238,132,1,1997,NA,"","6/12/2002 0:00","850G","850","G","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1799997,10000,1012641,9551,132,1,2001,NA,"","7/24/2008 0:00","763","763","","","","","Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity","Tennessee","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
